exposure_type,window,window_label,variable_1,exposure_1,term_1,variable_2,exposure_2,term_2,spearman_rho,exposure_1_median,exposure_1_IQR,exposure_2_median,exposure_2_IQR,exposure_1_coefficient,exposure_1_RR,exposure_1_lower_95_CrI,exposure_1_upper_95_CrI,exposure_2_coefficient,exposure_2_RR,exposure_2_lower_95_CrI,exposure_2_upper_95_CrI,interaction_coefficient,interaction_coefficient_sd,interaction_ratio,interaction_lower_95_CrI,interaction_upper_95_CrI,n_rows,n_strata,DIC,WAIC,pc_prior_U,pc_prior_alpha,elapsed_seconds,model_key,specification_order,status,error_message
lag,3,Single lag 3,sp,Surface pressure,sp_lag3,PM25,PM2.5,PM25_lag3,0.409740447952953,100.3079193,2.07363911,41.9000006243587,37.0000005513429,0.00199478439291628,1.00199677529889,0.993068966617961,1.01100484607315,0.0012615718378709,1.00126236795437,0.987615941338227,1.0150973546985,0.00212280937952625,0.00646364688703941,1.00212506413455,0.989503713420916,1.01490740313388,128557,29147,144794.405998557,144792.753780642,3,0.01,6.86,lag__03__sp__PM25,11,ok,
lag,3,Single lag 3,sp,Surface pressure,sp_lag3,tp,Total precipitation,tp_lag3,-0.238827513689488,100.3079193,2.07363911,0.357894239,4.379950403,0.00147400582094405,1.00147509270148,0.992044838147692,1.01099499010813,-0.00105938583964961,0.998941175111424,0.992891024680353,1.00502819194173,0.000596707927539806,0.0022943237478289,1.00059688599313,0.996105370419354,1.00510865415535,128557,29147,144794.281174984,144792.684342156,3,0.01,6.84,lag__03__sp__tp,12,ok,
lag,3,Single lag 3,ssr,Solar radiation,ssr_lag3,PM10,PM10,PM10_lag3,0.0351735745614186,12.947832,11.998729418,68.5000010207295,56.8000008463855,0.0229529592596142,1.02321840546373,1.00403210890907,1.04277133770726,0.00817189374021982,1.00820537480296,0.993719976890706,1.02290192556927,-0.00598721444087819,0.0130330667818307,0.994030673210629,0.968948548691621,1.01976207160309,128557,29147,144787.655824761,144785.944673577,3,0.01,6.81,lag__03__ssr__PM10,13,ok,
lag,3,Single lag 3,ssr,Solar radiation,ssr_lag3,PM25,PM2.5,PM25_lag3,-0.108406621459934,12.947832,11.998729418,41.9000006243587,37.0000005513429,0.0234052949557166,1.02368134836833,1.00438324708038,1.04335024113258,0.00474531945175534,1.00475659631048,0.990889606914252,1.01881764710847,0.00137476591524081,0.0131836393746664,1.0013757113391,0.975820090182753,1.02760060523352,128557,29147,144788.800480051,144787.089496626,3,0.01,6.73,lag__03__ssr__PM25,14,ok,
lag,3,Single lag 3,ssr,Solar radiation,ssr_lag3,sp,Surface pressure,sp_lag3,-0.250120937945773,12.947832,11.998729418,100.3079193,2.07363911,0.0238636593015519,1.02415067495299,1.00416533262131,1.04453377444227,0.00336765191472519,1.00337332882527,0.994645569174584,1.01217767236627,0.00143016811793072,0.00725106110311787,1.00143119129607,0.987292981104805,1.01577186316076,128557,29147,144788.710785635,144787.049756964,3,0.01,6.78,lag__03__ssr__sp,15,ok,
lag,3,Single lag 3,ssr,Solar radiation,ssr_lag3,tp,Total precipitation,tp_lag3,-0.481673888577398,12.947832,11.998729418,0.357894239,4.379950403,0.0251502740306767,1.02546921033786,1.00443358136998,1.0469453838462,-0.000976209033833767,0.999024267303191,0.992257981470967,1.00583669297458,-0.00370579223299525,0.00562814429271615,0.996301065741017,0.98536610662565,1.0073573739967,128557,29147,144788.81986191,144787.150884537,3,0.01,6.78,lag__03__ssr__tp,16,ok,
lag,3,Single lag 3,ssr,Solar radiation,ssr_lag3,uv,Wind speed,uv_lag3,-0.0706883721290228,12.947832,11.998729418,1.610432555,1.556368727,0.0196683057681042,1.01986300124251,0.999675343208898,1.04045833318807,-0.0350642358783199,0.965543391737664,0.950235797861136,0.981097579553247,-0.00208859215440554,0.0123294906775269,0.997913587436499,0.974076437417489,1.02233406922011,128557,29147,144770.60357904,144768.932716133,3,0.01,6.76999999999998,lag__03__ssr__uv,17,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,O3,O3,O3_lag3,0.647385959761198,17.85929515,13.983680085,84.8000012636185,56.6000008434055,-0.019480557180913,0.980707962730799,0.956199813440603,1.00584427503185,0.0252466732680921,1.02556806955263,1.00449990373472,1.04707811457572,-0.0366439319979117,0.0165431920028727,0.96401933068204,0.933248759087674,0.995804452801606,128557,29147,144785.888197027,144784.207771857,3,0.01,6.80000000000001,lag__03__t2m__O3,18,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,PM10,PM10,PM10_lag3,-0.34624830115129,17.85929515,13.983680085,68.5000010207295,56.8000008463855,0.0074768911405473,1.00750491288609,0.986813346382332,1.02863034151547,0.006392338015868,1.00641281261212,0.989958199397586,1.02314092660343,-0.0153584225464043,0.0135080842894441,0.984758916542668,0.959017039566732,1.01119175533255,128557,29147,144791.730824403,144790.010117371,3,0.01,6.78999999999999,lag__03__t2m__PM10,19,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,PM25,PM2.5,PM25_lag3,-0.436401253792471,17.85929515,13.983680085,41.9000006243587,37.0000005513429,0.0042273133102819,1.00423626100298,0.982945183911681,1.02598851332665,0.000755840667540522,1.00075612638708,0.983985000175634,1.0178131011456,-0.00731559179289963,0.0128797444946173,0.992711102015408,0.967953245072147,1.01810220381747,128557,29147,144794.232560447,144792.518899415,3,0.01,6.80000000000001,lag__03__t2m__PM25,20,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,rh,Relative humidity,rh_lag3,0.0238013241961228,17.85929515,13.983680085,75.85759547,17.18145366,0.00867643562129952,1.00871418498651,0.988845784452415,1.02898179168946,-0.0156978457238696,0.984424723261859,0.96795212430403,1.00117765271272,0.0425195324291259,0.0135526488431042,1.04343643702289,1.01607191809448,1.07153792835113,128557,29147,144777.967438638,144776.259010861,3,0.01,6.77000000000001,lag__03__t2m__rh,21,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,sp,Surface pressure,sp_lag3,-0.493703981210609,17.85929515,13.983680085,100.3079193,2.07363911,0.00270642921490466,1.00271009490068,0.982344014245519,1.02349840772243,0.00248418163962005,1.00248726977546,0.992664962490292,1.01240676771558,0.000290176246534709,0.00776736867547791,1.00029021835173,0.9851701975113,1.0156422955846,128557,29147,144794.507297744,144792.836951895,3,0.01,6.73000000000002,lag__03__t2m__sp,22,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,ssr,Solar radiation,ssr_lag3,0.599534548257028,17.85929515,13.983680085,12.947832,11.998729418,-0.0206322725328948,0.979579116493861,0.956331179451303,1.00339219929096,0.0359044566108677,1.03655680560941,1.01269485200815,1.06098101432599,-0.077336676966177,0.018432141895979,0.925578180289127,0.892721801403063,0.959643829048404,128557,29147,144769.295409448,144767.618939359,3,0.01,6.81999999999999,lag__03__t2m__ssr,23,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,tp,Total precipitation,tp_lag3,0.131423544124622,17.85929515,13.983680085,0.357894239,4.379950403,-0.0118049708853873,0.988264434405809,0.967665456717791,1.00930190850752,-0.00853901717023514,0.991497336687886,0.98492575295129,0.998112767085994,0.025744726980162,0.00712466069570069,1.0260789847577,1.01184356002577,1.04051468485048,128557,29147,144781.267512691,144779.616198403,3,0.01,6.90000000000001,lag__03__t2m__tp,24,ok,
lag,3,Single lag 3,t2m,Temperature,t2m_lag3,uv,Wind speed,uv_lag3,-0.00206522425643445,17.85929515,13.983680085,1.610432555,1.556368727,-0.000938222165599351,0.999062217827202,0.978955218014269,1.01958220015925,-0.0355721088102811,0.965053142886964,0.949735224021974,0.980618118604511,0.00732246836565568,0.0127993959017856,1.00734934319378,0.982381181325935,1.03295209491866,128557,29147,144774.216952245,144772.536102044,3,0.01,6.78,lag__03__t2m__uv,25,ok,
lag,3,Single lag 3,tp,Total precipitation,tp_lag3,O3,O3,O3_lag3,-0.314120713590529,0.357894239,4.379950403,84.8000012636185,56.6000008434055,-0.00118100933242376,0.998819687784637,0.993111864523578,1.00456031625624,0.0142777776567163,1.01438019195985,0.997337219501171,1.03171440283302,-0.00253291644303863,0.00566436908237503,0.997470288683138,0.986452423315077,1.00861121458156,128557,29147,144791.770271968,144790.115074023,3,0.01,6.85999999999999,lag__03__tp__O3,26,ok,
lag,3,Single lag 3,tp,Total precipitation,tp_lag3,PM10,PM10,PM10_lag3,-0.361259789244618,0.357894239,4.379950403,68.5000010207295,56.8000008463855,-0.00393796730327573,0.996069776321916,0.989777147965997,1.00240241082306,0.0128797546413502,1.01296305593037,0.997533615174678,1.02863115301652,-0.00976797979702071,0.00490229908863902,0.990279571963477,0.980805700112027,0.999844954542716,128557,29147,144789.291891492,144787.681074434,3,0.01,6.72,lag__03__tp__PM10,27,ok,
lag,3,Single lag 3,tp,Total precipitation,tp_lag3,PM25,PM2.5,PM25_lag3,-0.282904128969531,0.357894239,4.379950403,41.9000006243587,37.0000005513429,-0.00450942123122147,0.995500730942823,0.98928816650057,1.00175230924769,0.00599086623118089,1.00600884735986,0.992104765576956,1.02010779115332,-0.0103912419255855,0.0050042586809376,0.98966256050949,0.979998638211588,0.999421780274457,128557,29147,144790.112467025,144788.481925534,3,0.01,7.02000000000001,lag__03__tp__PM25,28,ok,
lag,3,Single lag 3,uv,Wind speed,uv_lag3,O3,O3,O3_lag3,-0.0444717750110251,1.610432555,1.556368727,84.8000012636185,56.6000008434055,-0.0347524933459196,0.96584443960202,0.950607229324824,0.981325885906372,0.00866768082967277,1.00870535394266,0.992437307105916,1.02524006682177,0.0193379261596874,0.0118150601628574,1.01952611495676,0.996177090959527,1.04342240806111,128557,29147,144769.975771657,144768.311590421,3,0.01,6.78,lag__03__uv__O3,29,ok,
lag,3,Single lag 3,uv,Wind speed,uv_lag3,PM10,PM10,PM10_lag3,-0.0400070152809867,1.610432555,1.556368727,68.5000010207295,56.8000008463855,-0.0380184060399352,0.962695221321437,0.947366117062761,0.978272362100297,0.00531025337922156,1.00532437776499,0.990765346740493,1.02009734989186,0.0170138560311667,0.0102183535229903,1.01715941602017,0.996981243827097,1.03774597968414,128557,29147,144770.724298794,144769.037095492,3,0.01,6.75,lag__03__uv__PM10,30,ok,
lag,3,Single lag 3,uv,Wind speed,uv_lag3,PM25,PM2.5,PM25_lag3,-0.0434092752585873,1.610432555,1.556368727,41.9000006243587,37.0000005513429,-0.0383293633195531,0.962395910773123,0.947021163057162,0.978020265183736,-0.000576044809716376,0.999424121072242,0.986180581208405,1.01284551007146,0.0139447866422374,0.00929885966961359,1.01404246870319,0.995719831200921,1.03270226836356,128557,29147,144772.264119375,144770.586712536,3,0.01,6.72,lag__03__uv__PM25,31,ok,
lag,3,Single lag 3,uv,Wind speed,uv_lag3,sp,Surface pressure,sp_lag3,0.359083376300568,1.610432555,1.556368727,100.3079193,2.07363911,-0.0436403535952402,0.957298184419654,0.941153745524775,0.97371956305396,0.0131117318088484,1.01319806748847,1.00190880282768,1.02461453689089,0.00756170510089629,0.00859856806867586,1.00759036699162,0.990743870063475,1.02472331987285,128557,29147,144769.017267635,144767.387150181,3,0.01,6.82999999999998,lag__03__uv__sp,32,ok,
lag,3,Single lag 3,uv,Wind speed,uv_lag3,tp,Total precipitation,tp_lag3,0.0391606357868443,1.610432555,1.556368727,0.357894239,4.379950403,-0.0412483141873716,0.959590820346432,0.942743502758738,0.976739208227252,-0.00169253303810165,0.998308898488192,0.992923701858208,1.00372330213546,0.00510822106037696,0.00407443795748373,1.00512129026556,0.997122799412984,1.01318394157968,128557,29147,144772.734267266,144771.135542544,3,0.01,6.59999999999999,lag__03__uv__tp,33,ok,
mavg,4,Moving average 4,PM10,PM10,PM10_mavg4,O3,O3,O3_mavg4,-0.218381641421813,70.600001052022,53.1800007924439,87.6000013053417,50.3200007498265,0.0167543697401445,1.01689551133723,1.0004377857195,1.03362397525744,0.0237692518730433,1.02405399208523,1.00652610157536,1.04188711759239,-0.0221097627888963,0.0122339645909504,0.97813286656744,0.954947079589892,1.00188159639924,128557,29147,144780.900700983,144779.230817142,3,0.01,6.76999999999998,mavg__04__PM10__O3,34,ok,
mavg,4,Moving average 4,PM25,PM2.5,PM25_mavg4,O3,O3,O3_mavg4,-0.343357616164086,42.9600006401539,34.8400005191564,87.6000013053417,50.3200007498265,0.011389782886367,1.01145489342697,0.995020957810144,1.02816025477082,0.0241415714091771,1.02443533837947,1.00638104061925,1.04281352709579,-0.0160627647100203,0.0117236238908049,0.984065553527818,0.961701056686788,1.00695013989432,128557,29147,144784.723435121,144783.050772898,3,0.01,6.75999999999999,mavg__04__PM25__O3,35,ok,
mavg,4,Moving average 4,rh,Relative humidity,rh_mavg4,O3,O3,O3_mavg4,-0.287695254348955,76.237428764,12.759896014,87.6000013053417,50.3200007498265,-0.00913151932689852,0.99091004638014,0.974886741753382,1.00719671108236,0.0177608535840523,1.0179195154757,0.999426699389862,1.03675451202607,0.017836889719247,0.00964560348639954,1.01799691708422,0.998923397871467,1.03743462756844,128557,29147,144787.047852754,144785.417889943,3,0.01,6.88,mavg__04__rh__O3,36,ok,
mavg,4,Moving average 4,rh,Relative humidity,rh_mavg4,PM10,PM10,PM10_mavg4,-0.414134446951834,76.237428764,12.759896014,70.600001052022,53.1800007924439,-0.00733771570641381,0.992689139603791,0.976192905102198,1.00946413634477,0.0154525294857847,1.01557253716346,0.998615606483416,1.03281740408175,0.00307162106528867,0.0107583598705925,1.00307634332703,0.982137013252362,1.02446210353042,128557,29147,144789.066789073,144787.386390699,3,0.01,6.80000000000001,mavg__04__rh__PM10,37,ok,
mavg,4,Moving average 4,rh,Relative humidity,rh_mavg4,PM25,PM2.5,PM25_mavg4,-0.315843928937279,76.237428764,12.759896014,42.9600006401539,34.8400005191564,-0.0103933098299261,0.989660513984102,0.973684069194458,1.00589910411675,0.00855675746796575,1.00859347115915,0.993718107085147,1.02369151059009,0.00245045614866256,0.0100696574325307,1.00245346097022,0.982853559076913,1.02244422084459,128557,29147,144791.072620022,144789.393452721,3,0.01,6.80000000000001,mavg__04__rh__PM25,38,ok,
mavg,4,Moving average 4,rh,Relative humidity,rh_mavg4,sp,Surface pressure,sp_mavg4,-0.23048817294209,76.237428764,12.759896014,100.30947932,2.05165795800001,-0.0134953990245553,0.986595255607835,0.971158703076929,1.00227717184586,-0.000990211097493139,0.999010278999736,0.990404719019395,1.00769061211355,-0.0049700991451468,0.00611583846853614,0.995042231361205,0.983180403929248,1.00704716879035,128557,29147,144791.640814078,144789.970561578,3,0.01,6.75,mavg__04__rh__sp,39,ok,
mavg,4,Moving average 4,rh,Relative humidity,rh_mavg4,ssr,Solar radiation,ssr_mavg4,-0.402119304181676,76.237428764,12.759896014,12.7352176,8.2547768,-0.00751759547014638,0.992510590975023,0.975868137095797,1.00943686521179,0.0212277853872667,1.02145469759371,1.00242744812743,1.0408431066762,0.0357748467813365,0.011900726224031,1.03642246636457,1.01251638537971,1.0608929834307,128557,29147,144779.603539199,144777.952512186,3,0.01,6.56999999999999,mavg__04__rh__ssr,40,ok,
mavg,4,Moving average 4,rh,Relative humidity,rh_mavg4,uv,Wind speed,uv_mavg4,-0.101164345205176,76.237428764,12.759896014,1.7527272234,1.0591970682,-0.0151602043319673,0.98495413304385,0.969732335685994,1.00041486547191,-0.040297710464405,0.960503444656087,0.945505403292541,0.975739391729295,-0.0110063286621275,0.0107094150565684,0.989054019366847,0.968500355112316,1.01004387665332,128557,29147,144767.023346221,144765.330071544,3,0.01,6.79000000000002,mavg__04__rh__uv,41,ok,
mavg,4,Moving average 4,sp,Surface pressure,sp_mavg4,O3,O3,O3_mavg4,-0.296486972459842,100.30947932,2.05165795800001,87.6000013053417,50.3200007498265,0.000543755659956469,1.00054390352186,0.991611355602351,1.00955691686134,0.0152410858777188,1.01535782354266,0.998686487389641,1.03230745874256,-0.000626581497876879,0.00824255324692722,0.999373614763316,0.983350745722211,1.01565756289412,128557,29147,144791.494513344,144789.844252763,3,0.01,6.76999999999998,mavg__04__sp__O3,42,ok,
mavg,4,Moving average 4,sp,Surface pressure,sp_mavg4,PM10,PM10,PM10_mavg4,0.438944495579167,100.30947932,2.05165795800001,70.600001052022,53.1800007924439,-0.0021504283322989,0.997851882182212,0.988862455056492,1.0069230292566,0.0179639751238748,1.01812629785537,1.00213279540579,1.03437504818095,0.00857487675258421,0.00732506843456603,1.00861174631689,0.994227867192496,1.02320372264183,128557,29147,144787.975754763,144786.288754117,3,0.01,6.80000000000001,mavg__04__sp__PM10,43,ok,
mavg,4,Moving average 4,sp,Surface pressure,sp_mavg4,PM25,PM2.5,PM25_mavg4,0.489169027298241,100.30947932,2.05165795800001,42.9600006401539,34.8400005191564,-0.00158168768262062,0.998419562526109,0.989458602220561,1.00746167711466,0.0103378841509128,1.01039150469029,0.995764429575262,1.02523344128505,0.00634592926375088,0.00664189902090069,1.00636610733315,0.993344073484324,1.01955885082543,128557,29147,144791.508544578,144789.836095083,3,0.01,6.79000000000002,mavg__04__sp__PM25,44,ok,
mavg,4,Moving average 4,sp,Surface pressure,sp_mavg4,tp,Total precipitation,tp_mavg4,-0.277321338414381,100.30947932,2.05165795800001,2.3637340832,5.62015891,0.000631984910862699,1.0006321846554,0.991540887790716,1.00980683833327,-0.00731148791139772,0.992715175992496,0.980503056999179,1.00507939631716,-0.00342798880687263,0.00483013320957043,0.99657788003873,0.987183439692442,1.00606172170579,128557,29147,144793.387849209,144791.714744834,3,0.01,6.77999999999997,mavg__04__sp__tp,45,ok,
mavg,4,Moving average 4,ssr,Solar radiation,ssr_mavg4,PM10,PM10,PM10_mavg4,-0.0855096758444483,12.7352176,8.2547768,70.600001052022,53.1800007924439,0.0233669436225973,1.02364208957675,1.00613360133383,1.04145525627395,0.0181336338399897,1.01829904650965,1.00295772306686,1.03387503221839,-0.0139758367481858,0.0124938142113396,0.986121371874012,0.962255792252636,1.01057885840522,128557,29147,144781.922329944,144780.231300667,3,0.01,6.80000000000001,mavg__04__ssr__PM10,46,ok,
mavg,4,Moving average 4,ssr,Solar radiation,ssr_mavg4,PM25,PM2.5,PM25_mavg4,-0.24086779017155,12.7352176,8.2547768,42.9600006401539,34.8400005191564,0.0252198095821106,1.02554051938411,1.00762096543145,1.04377875516438,0.0141985552891962,1.01429983354262,0.999582848737687,1.02923349846568,-0.00419698848130221,0.0126235407187333,0.995811806566314,0.97146455088527,1.02076926345941,128557,29147,144784.729678383,144783.040680183,3,0.01,6.94,mavg__04__ssr__PM25,47,ok,
mavg,4,Moving average 4,ssr,Solar radiation,ssr_mavg4,sp,Surface pressure,sp_mavg4,-0.330977524087694,12.7352176,8.2547768,100.30947932,2.05165795800001,0.0225914290339692,1.02284854794408,1.00466070268692,1.04136565640924,0.00169332166857231,1.00169475614727,0.993023237950327,1.01044199789991,0.00364161442664216,0.00664404042435717,1.00364825316058,0.990657227540299,1.01680963715226,128557,29147,144788.705986276,144787.033784211,3,0.01,6.83999999999998,mavg__04__ssr__sp,48,ok,
mavg,4,Moving average 4,ssr,Solar radiation,ssr_mavg4,tp,Total precipitation,tp_mavg4,-0.200746039310612,12.7352176,8.2547768,2.3637340832,5.62015891,0.0133389130646462,1.01342827324604,0.9954927194157,1.03168696771558,0.00111239842826379,1.00111301737288,0.98947877439755,1.01288405520458,0.0345535627971704,0.0107409701546788,1.03515747282098,1.01358300770858,1.05719115792024,128557,29147,144778.389103935,144776.759271962,3,0.01,7.05000000000001,mavg__04__ssr__tp,49,ok,
mavg,4,Moving average 4,ssr,Solar radiation,ssr_mavg4,uv,Wind speed,uv_mavg4,-0.0411218472094254,12.7352176,8.2547768,1.7527272234,1.0591970682,0.0169500070697731,1.01709447352116,0.999207397401952,1.03530175098195,-0.0367490974823074,0.963917954452895,0.949188463579299,0.978876017208778,0.0116952376514513,0.0103420580182209,1.01176389433433,0.991452229291837,1.0324916800446,128557,29147,144766.014978087,144764.321170243,3,0.01,6.78000000000003,mavg__04__ssr__uv,50,ok,
mavg,4,Moving average 4,t2m,Temperature,t2m_mavg4,PM10,PM10,PM10_mavg4,-0.442133823201606,17.92988332,13.833236441,70.600001052022,53.1800007924439,0.024781208670058,1.02509081500455,1.00288857194482,1.04778457800062,0.0209795899594082,1.02120120866671,1.0029682270177,1.03976564821529,-0.0149104397958597,0.014191049775999,0.985200170380399,0.958162701335501,1.013000583571,128557,29147,144784.134847943,144782.430137147,3,0.01,6.77999999999997,mavg__04__t2m__PM10,51,ok,
mavg,4,Moving average 4,t2m,Temperature,t2m_mavg4,PM25,PM2.5,PM25_mavg4,-0.547121482889435,17.92988332,13.833236441,42.9600006401539,34.8400005191564,0.0240674902563039,1.02435944983955,1.00098904320301,1.04827549284555,0.0183765360186648,1.01854642360959,0.99975758489313,1.03768836847351,-0.00115804368406429,0.0136113365164364,0.998842626589762,0.972535670780249,1.02586118188385,128557,29147,144788.440630078,144786.741685041,3,0.01,6.74000000000001,mavg__04__t2m__PM25,52,ok,
mavg,4,Moving average 4,t2m,Temperature,t2m_mavg4,rh,Relative humidity,rh_mavg4,0.109773119026277,17.92988332,13.833236441,76.237428764,12.759896014,0.0187192140359135,1.01889551688839,0.998279219201095,1.0399375790569,-0.00976623812570275,0.990281296706506,0.974874875679132,1.00593119285072,0.0368223454070861,0.0127001123093701,1.0375086862814,1.01198999531545,1.06367086551766,128557,29147,144782.609516976,144780.927015222,3,0.01,6.94,mavg__04__t2m__rh,53,ok,
mavg,4,Moving average 4,t2m,Temperature,t2m_mavg4,sp,Surface pressure,sp_mavg4,-0.497334745427176,17.92988332,13.833236441,100.30947932,2.05165795800001,0.0107971764920598,1.01085567635704,0.98999826779356,1.03215251151187,0.00103251628003808,1.00103304950848,0.991246198433447,1.01091652892401,0.00054063926929533,0.00779835796321457,1.00054078544105,0.985357098182281,1.01595844307067,128557,29147,144793.741930089,144792.065163632,3,0.01,6.81,mavg__04__t2m__sp,54,ok,
mavg,4,Moving average 4,t2m,Temperature,t2m_mavg4,tp,Total precipitation,tp_mavg4,0.245220825484228,17.92988332,13.833236441,2.3637340832,5.62015891,0.00945394465739562,1.00949877435331,0.988968317316136,1.03045543282462,-0.0293927634415451,0.971035002509907,0.95713574976736,0.985136096191767,0.073734843760845,0.0143777985872361,1.07652132130401,1.04659433975728,1.10730405404038,128557,29147,144765.642880053,144763.953970217,3,0.01,6.88,mavg__04__t2m__tp,55,ok,
