variable,exposure_type,lag_window,exposure_value,exposure_probability,reference_value,RR_median,RR_lower,RR_upper,model_key,specification_order
t2m,lag,3,9.722367223,0.24,17.83579852,1.00477009934824,0.993647163464701,1.01563720649172,t2m__lag,1
t2m,lag,3,10.057553545,0.25,17.83579852,1.0046338791523,0.99395232464175,1.01519092991736,t2m__lag,1
t2m,lag,3,10.38189977,0.26,17.83579852,1.00446703701214,0.994225927806233,1.01468854075098,t2m__lag,1
t2m,lag,3,10.68682251,0.27,17.83579852,1.00429327282743,0.994457842090588,1.01423168765074,t2m__lag,1
t2m,lag,3,11.02585754,0.28,17.83579852,1.00410169732515,0.994643036001119,1.01367797140461,t2m__lag,1
t2m,lag,3,11.35078138,0.29,17.83579852,1.00395310454871,0.994829641445209,1.01308657151071,t2m__lag,1
t2m,lag,3,11.66022148,0.3,17.83579852,1.00374949295809,0.995063891516692,1.01247995984526,t2m__lag,1
t2m,lag,3,11.9703645724,0.31,17.83579852,1.00353426370648,0.99535954156234,1.01183227266229,t2m__lag,1
t2m,lag,3,12.32470729,0.32,17.83579852,1.00326378710523,0.995676667355374,1.01101914054487,t2m__lag,1
t2m,lag,3,12.66232389,0.33,17.83579852,1.00300213773411,0.995936382645085,1.01024229825766,t2m__lag,1
t2m,lag,3,12.97044896,0.34,17.83579852,1.00278514239402,0.996182127462457,1.00954135183272,t2m__lag,1
t2m,lag,3,13.30313962,0.35,17.83579852,1.00258419504952,0.996468941837166,1.0086604133452,t2m__lag,1
t2m,lag,3,13.6292352,0.36,17.83579852,1.00237874738273,0.99673643205324,1.00784718978626,t2m__lag,1
t2m,lag,3,13.93721161,0.37,17.83579852,1.00213408913172,0.996992512488769,1.00711413593666,t2m__lag,1
t2m,lag,3,14.26317304,0.38,17.83579852,1.00189065104287,0.997268363874925,1.0063540622369,t2m__lag,1
t2m,lag,3,14.5669377286,0.39,17.83579852,1.00160497737752,0.997529412148499,1.00560621584194,t2m__lag,1
t2m,lag,3,14.8802213,0.4,17.83579852,1.00134310022016,0.997835588008776,1.00483406660749,t2m__lag,1
t2m,lag,3,15.19645844,0.41,17.83579852,1.00111841837425,0.998003104143287,1.00415468579219,t2m__lag,1
t2m,lag,3,15.54407463,0.42,17.83579852,1.00084603032252,0.998265468712998,1.00348592670559,t2m__lag,1
t2m,lag,3,15.84765269,0.43,17.83579852,1.00064138737477,0.998413453810872,1.00295765140933,t2m__lag,1
t2m,lag,3,16.1596010552,0.44,17.83579852,1.00045913840286,0.998613406266986,1.00242929259471,t2m__lag,1
t2m,lag,3,16.46532084,0.45,17.83579852,1.00030960663268,0.998790998547105,1.00192934037812,t2m__lag,1
t2m,lag,3,16.75265083,0.46,17.83579852,1.00020233356048,0.998997285097016,1.00146459413773,t2m__lag,1
t2m,lag,3,17.0439054208,0.47,17.83579852,1.00009337181655,0.999206024226744,1.00102561257919,t2m__lag,1
t2m,lag,3,17.33199272,0.48,17.83579852,1.00003056761318,0.999447379090614,1.00062485965862,t2m__lag,1
t2m,lag,3,17.57365125,0.49,17.83579852,0.999999834179011,0.999685958261255,1.00031575755982,t2m__lag,1
t2m,lag,3,17.83579852,0.5,17.83579852,1,1,1,t2m__lag,1
t2m,lag,3,18.0836000592,0.51,17.83579852,1.00002525814614,0.999720837674456,1.00033191048203,t2m__lag,1
t2m,lag,3,18.33761431,0.52,17.83579852,1.0000733576643,0.99945424890974,1.00070542436059,t2m__lag,1
t2m,lag,3,18.6043138132,0.53,17.83579852,1.00015149325695,0.999151634209214,1.00111107530949,t2m__lag,1
t2m,lag,3,18.87619425,0.54,17.83579852,1.00023959651946,0.998855757495562,1.00157570818092,t2m__lag,1
t2m,lag,3,19.13589058,0.55,17.83579852,1.00035136026542,0.998568805916044,1.00202414393438,t2m__lag,1
t2m,lag,3,19.3937394724,0.56,17.83579852,1.00047791594501,0.998276781529599,1.00247952813817,t2m__lag,1
t2m,lag,3,19.64496129,0.57,17.83579852,1.00058422113925,0.997981304127472,1.00297339054575,t2m__lag,1
t2m,lag,3,19.8929643,0.58,17.83579852,1.00068427797141,0.997677612776362,1.00349932962072,t2m__lag,1
t2m,lag,3,20.129951592,0.59,17.83579852,1.00077644658804,0.997362959895661,1.00402121361711,t2m__lag,1
t2m,lag,3,20.389811068,0.6,17.83579852,1.00087082454493,0.99699293300813,1.00459831548689,t2m__lag,1
t2m,lag,3,20.64833094,0.61,17.83579852,1.00098904624752,0.996614140522095,1.00511796987932,t2m__lag,1
t2m,lag,3,20.89387347,0.62,17.83579852,1.00107623626638,0.996211995420706,1.00560732311063,t2m__lag,1
t2m,lag,3,21.1376181778,0.63,17.83579852,1.00116589544536,0.995774775533635,1.00614443441833,t2m__lag,1
t2m,lag,3,21.3790987664,0.64,17.83579852,1.00125089075808,0.995397543586771,1.00666637117969,t2m__lag,1
t2m,lag,3,21.625402068,0.65,17.83579852,1.00132070298289,0.994969731467785,1.00718331365637,t2m__lag,1
t2m,lag,3,21.8401717924,0.66,17.83579852,1.00136216403684,0.994606015357624,1.00761742031917,t2m__lag,1
t2m,lag,3,22.0677920504,0.67,17.83579852,1.00137271896515,0.994210884258212,1.00805505840683,t2m__lag,1
t2m,lag,3,22.28912506,0.68,17.83579852,1.00138155655023,0.993841603480843,1.00845935489996,t2m__lag,1
t2m,lag,3,22.51290347,0.69,17.83579852,1.00137972308071,0.993417963932345,1.0088372359625,t2m__lag,1
t2m,lag,3,22.74694341,0.7,17.83579852,1.00130975563053,0.992905692064798,1.00915431166087,t2m__lag,1
t2m,lag,3,22.97915802,0.71,17.83579852,1.00120006773914,0.99242472311623,1.00941030311232,t2m__lag,1
t2m,lag,3,23.20549159,0.72,17.83579852,1.00098201088781,0.992009190834899,1.00953519523331,t2m__lag,1
t2m,lag,3,23.4273199982,0.73,17.83579852,1.00079571287894,0.991543152022393,1.00966592629783,t2m__lag,1
t2m,lag,3,23.64659081,0.74,17.83579852,1.00058639151571,0.991063246074619,1.00974855911372,t2m__lag,1
t2m,lag,3,23.86227665,0.75,17.83579852,1.00034503960493,0.990640568156139,1.00974723776971,t2m__lag,1
t2m,lag,3,24.0890626028,0.76,17.83579852,1.00010391732642,0.99003408549906,1.00973689099779,t2m__lag,1
t2m,lag,3,24.3162289182,0.77,17.83579852,0.999788831635446,0.989485405260517,1.00967562177063,t2m__lag,1
t2m,lag,3,24.54637744,0.78,17.83579852,0.999367764593534,0.988977186518258,1.00938828746877,t2m__lag,1
t2m,lag,3,24.7704179374,0.79,17.83579852,0.998924291895052,0.988473621008207,1.00902731670726,t2m__lag,1
t2m,lag,3,25.017581176,0.8,17.83579852,0.998448215533109,0.987908365620371,1.00863802296619,t2m__lag,1
t2m,lag,3,25.2549756966,0.81,17.83579852,0.997962208870303,0.987366908956216,1.00826130360557,t2m__lag,1
t2m,lag,3,25.48267708,0.82,17.83579852,0.997418452161127,0.986758413591363,1.0077872480495,t2m__lag,1
t2m,lag,3,25.7169372564,0.83,17.83579852,0.996818694372167,0.98597986351937,1.00723048505814,t2m__lag,1
t2m,lag,3,25.9618354812,0.84,17.83579852,0.996159837908424,0.985189661236867,1.00667246485162,t2m__lag,1
t2m,lag,3,26.234111978,0.85,17.83579852,0.995454848356467,0.984257669475868,1.0059817969427,t2m__lag,1
t2m,lag,3,26.501706392,0.86,17.83579852,0.994708872982874,0.98350758956651,1.00523291897601,t2m__lag,1
t2m,lag,3,26.76898028,0.87,17.83579852,0.993773678100182,0.982554212261135,1.00478188726693,t2m__lag,1
t2m,lag,3,27.05423508,0.88,17.83579852,0.992857719521308,0.981252032005696,1.0038996147069,t2m__lag,1
t2m,lag,3,27.35409826,0.89,17.83579852,0.991843587787537,0.97999283396277,1.00310224511099,t2m__lag,1
t2m,lag,3,27.66810379,0.9,17.83579852,0.990710112206121,0.978521735574978,1.00233887912443,t2m__lag,1
t2m,lag,3,28.01429774,0.91,17.83579852,0.989493142565561,0.976941357744411,1.00102657891941,t2m__lag,1
t2m,lag,3,28.37498754,0.92,17.83579852,0.988073273194371,0.975268847677248,1.00032890047071,t2m__lag,1
t2m,lag,3,28.74946111,0.93,17.83579852,0.986509611009999,0.973523809768582,0.999152981375027,t2m__lag,1
t2m,lag,3,29.11824125,0.94,17.83579852,0.984966585878577,0.971281226423516,0.997801794560239,t2m__lag,1
t2m,lag,3,29.501305709,0.95,17.83579852,0.983172201069364,0.968789554607065,0.996068674474424,t2m__lag,1
t2m,lag,3,29.9078923556,0.96,17.83579852,0.981355534713179,0.966240947958429,0.994455789582633,t2m__lag,1
t2m,lag,3,30.36365407,0.97,17.83579852,0.97911826134937,0.963082108419853,0.99253707256774,t2m__lag,1
t2m,lag,3,30.92796351,0.98,17.83579852,0.976354162838332,0.959049970995214,0.990542649375831,t2m__lag,1
t2m,lag,3,31.69631284,0.99,17.83579852,0.972211008710567,0.953733321362694,0.988279418609204,t2m__lag,1
t2m,mavg,4,1.02780312247944,0.01,17.9187098645455,0.987908283061722,0.927827876243546,1.04386642710532,t2m__mavg,2
t2m,mavg,4,2.256389928148,0.02,17.9187098645455,0.993273210157811,0.937798961660487,1.0464910633712,t2m__mavg,2
t2m,mavg,4,3.025459089908,0.03,17.9187098645455,0.997488801372468,0.947078028675733,1.04749422881176,t2m__mavg,2
t2m,mavg,4,3.5995212600303,0.04,17.9187098645455,0.999719018269842,0.949353747777801,1.04934128684,t2m__mavg,2
t2m,mavg,4,4.108091291,0.05,17.9187098645455,1.00142442604512,0.952047077829511,1.04902385698511,t2m__mavg,2
t2m,mavg,4,4.56037066121333,0.06,17.9187098645455,1.00227557259462,0.954696685236462,1.04996063520112,t2m__mavg,2
t2m,mavg,4,4.978082747132,0.07,17.9187098645455,1.00345587788768,0.956193199872371,1.05106606958751,t2m__mavg,2
t2m,mavg,4,5.35026113278667,0.08,17.9187098645455,1.00467318918909,0.957830427187088,1.05137318110435,t2m__mavg,2
t2m,mavg,4,5.67984748846667,0.09,17.9187098645455,1.00530355451365,0.959793245860708,1.05183915413609,t2m__mavg,2
t2m,mavg,4,6.00510403978,0.1,17.9187098645455,1.00619437774389,0.961681569193852,1.05192031447566,t2m__mavg,2
t2m,mavg,4,6.305856534193,0.11,17.9187098645455,1.00710434325296,0.963382766140379,1.0521144034979,t2m__mavg,2
t2m,mavg,4,6.58533164133333,0.12,17.9187098645455,1.0079172805745,0.964923956139289,1.05245097226296,t2m__mavg,2
t2m,mavg,4,6.85139651821,0.13,17.9187098645455,1.00852596046124,0.96635485617515,1.05266569302042,t2m__mavg,2
t2m,mavg,4,7.11128190270133,0.14,17.9187098645455,1.00910259358044,0.967717545824016,1.05241490652385,t2m__mavg,2
t2m,mavg,4,7.3583983742,0.15,17.9187098645455,1.00958456463477,0.968306996769419,1.05211520169563,t2m__mavg,2
t2m,mavg,4,7.597306188,0.16,17.9187098645455,1.01003179208045,0.968992892264937,1.0523072267301,t2m__mavg,2
t2m,mavg,4,7.83223957202333,0.17,17.9187098645455,1.01042277987924,0.969603333467322,1.05231096960501,t2m__mavg,2
t2m,mavg,4,8.061473306125,0.18,17.9187098645455,1.01088737734649,0.969955688700513,1.05169452498908,t2m__mavg,2
t2m,mavg,4,8.301369133445,0.19,17.9187098645455,1.01102755390328,0.97035880668022,1.05105052304941,t2m__mavg,2
t2m,mavg,4,8.5507616037,0.2,17.9187098645455,1.01123889126654,0.97081226412824,1.05059843400719,t2m__mavg,2
t2m,mavg,4,8.806381281796,0.21,17.9187098645455,1.01141842663336,0.971697136742153,1.0501414978941,t2m__mavg,2
t2m,mavg,4,9.08911478672,0.22,17.9187098645455,1.01144029623795,0.973042961636583,1.04948105595553,t2m__mavg,2
t2m,mavg,4,9.377041753,0.23,17.9187098645455,1.01149655147218,0.974217359099312,1.04847383464081,t2m__mavg,2
t2m,mavg,4,9.67666718204,0.24,17.9187098645455,1.01151586777123,0.975720720850829,1.04745283028359,t2m__mavg,2
t2m,mavg,4,9.99084572280556,0.25,17.9187098645455,1.0114960104792,0.977241019789114,1.0461915230836,t2m__mavg,2
t2m,mavg,4,10.311765969946,0.26,17.9187098645455,1.01126976797783,0.978456630363666,1.04468649722098,t2m__mavg,2
t2m,mavg,4,10.6243917145428,0.27,17.9187098645455,1.01108770343478,0.979602096730623,1.04314262671036,t2m__mavg,2
t2m,mavg,4,10.9298641039133,0.28,17.9187098645455,1.01084532484485,0.981025055235175,1.04136865556684,t2m__mavg,2
t2m,mavg,4,11.24359466278,0.29,17.9187098645455,1.01031362979124,0.982461212621004,1.03952834256082,t2m__mavg,2
t2m,mavg,4,11.5694871546222,0.3,17.9187098645455,1.01002941630675,0.983921266940384,1.03782602288522,t2m__mavg,2
t2m,mavg,4,11.9021914831667,0.31,17.9187098645455,1.00947020977396,0.985098673936752,1.03595251133128,t2m__mavg,2
t2m,mavg,4,12.2558814684843,0.32,17.9187098645455,1.00904855417005,0.986091223297945,1.03360167465829,t2m__mavg,2
t2m,mavg,4,12.6127319528575,0.33,17.9187098645455,1.00853037886694,0.987040879088842,1.03107830286812,t2m__mavg,2
t2m,mavg,4,12.97256917356,0.34,17.9187098645455,1.00798869062581,0.987981191689981,1.0285569383431,t2m__mavg,2
t2m,mavg,4,13.324886575,0.35,17.9187098645455,1.0074074709818,0.988970588443197,1.02607298119589,t2m__mavg,2
t2m,mavg,4,13.6628008534933,0.36,17.9187098645455,1.0067256872874,0.989665289333567,1.02405857348414,t2m__mavg,2
t2m,mavg,4,13.9863297578,0.37,17.9187098645455,1.00613252883541,0.99027166110639,1.02191215796076,t2m__mavg,2
t2m,mavg,4,14.2977158679,0.38,17.9187098645455,1.00553092773136,0.991313717236679,1.02000176841664,t2m__mavg,2
t2m,mavg,4,14.6241718488,0.39,17.9187098645455,1.00496859265374,0.99243218388804,1.01812502830797,t2m__mavg,2
t2m,mavg,4,14.954160498,0.4,17.9187098645455,1.00426035070698,0.993138228439676,1.01628671794084,t2m__mavg,2
t2m,mavg,4,15.30019531,0.41,17.9187098645455,1.00367987887266,0.993757152972418,1.01428204724572,t2m__mavg,2
t2m,mavg,4,15.6514823113,0.42,17.9187098645455,1.00306757320183,0.994447488352369,1.01233638143702,t2m__mavg,2
t2m,mavg,4,15.9936218401317,0.43,17.9187098645455,1.00239311194814,0.995152248333913,1.0104394731655,t2m__mavg,2
t2m,mavg,4,16.3183284798133,0.44,17.9187098645455,1.00196191403668,0.995937269226129,1.00860859774306,t2m__mavg,2
t2m,mavg,4,16.626975884,0.45,17.9187098645455,1.00154393440052,0.996755268162936,1.00689857381161,t2m__mavg,2
t2m,mavg,4,16.910367102,0.46,17.9187098645455,1.00112226959761,0.997395356464993,1.00538322922459,t2m__mavg,2
t2m,mavg,4,17.175739065,0.47,17.9187098645455,1.00078739520236,0.998019484100782,1.0039305806062,t2m__mavg,2
t2m,mavg,4,17.43494230648,0.48,17.9187098645455,1.00048269199303,0.998631348643452,1.00253614533147,t2m__mavg,2
t2m,mavg,4,17.6793349596,0.49,17.9187098645455,1.00022058774113,0.999292035946626,1.00124594108415,t2m__mavg,2
t2m,mavg,4,17.9187098645455,0.5,17.9187098645455,1,1,1,t2m__mavg,2
t2m,mavg,4,18.1663592523143,0.51,17.9187098645455,0.999821571272656,0.998736339614038,1.00081471835851,t2m__mavg,2
t2m,mavg,4,18.4202017814286,0.52,17.9187098645455,0.999671037879143,0.997496914713159,1.00172180130345,t2m__mavg,2
t2m,mavg,4,18.68691451536,0.53,17.9187098645455,0.999551377309112,0.996150764597448,1.00275465696784,t2m__mavg,2
t2m,mavg,4,18.95812611312,0.54,17.9187098645455,0.999442770587842,0.994763369114428,1.00387500069545,t2m__mavg,2
t2m,mavg,4,19.2215712731091,0.55,17.9187098645455,0.999388547760075,0.99336350408875,1.00499794000462,t2m__mavg,2
t2m,mavg,4,19.4811930166857,0.56,17.9187098645455,0.999373870063168,0.991992229324152,1.00607428523522,t2m__mavg,2
t2m,mavg,4,19.72834310625,0.57,17.9187098645455,0.999358404141512,0.990711976176502,1.00726835224854,t2m__mavg,2
t2m,mavg,4,19.972399897503,0.58,17.9187098645455,0.999307298509247,0.989358407592418,1.00840430382084,t2m__mavg,2
t2m,mavg,4,20.2098802904,0.59,17.9187098645455,0.999214598969235,0.988092277201309,1.00945902075295,t2m__mavg,2
t2m,mavg,4,20.44764450055,0.6,17.9187098645455,0.999117630199717,0.986805428944152,1.01055044558697,t2m__mavg,2
t2m,mavg,4,20.6856039021867,0.61,17.9187098645455,0.998986518097334,0.985471793861503,1.01160013538378,t2m__mavg,2
t2m,mavg,4,20.9214748150222,0.62,17.9187098645455,0.998812673020397,0.984129177341959,1.01262172447404,t2m__mavg,2
t2m,mavg,4,21.15137547195,0.63,17.9187098645455,0.998662715067985,0.98287459735718,1.01359414191311,t2m__mavg,2
t2m,mavg,4,21.37818918768,0.64,17.9187098645455,0.998513918772908,0.981643761819861,1.0146257936651,t2m__mavg,2
t2m,mavg,4,21.60779915,0.65,17.9187098645455,0.998286058467328,0.980392438455535,1.0156519272853,t2m__mavg,2
t2m,mavg,4,21.83763818304,0.66,17.9187098645455,0.997975898228701,0.979141540711501,1.01665462363361,t2m__mavg,2
t2m,mavg,4,22.0627521283333,0.67,17.9187098645455,0.997706425463562,0.977961301269315,1.01755963056072,t2m__mavg,2
t2m,mavg,4,22.2919050466286,0.68,17.9187098645455,0.99731343740118,0.976772157872435,1.01844086394059,t2m__mavg,2
t2m,mavg,4,22.5153224188357,0.69,17.9187098645455,0.99699199036505,0.97554022924729,1.01911117480968,t2m__mavg,2
t2m,mavg,4,22.7352023355556,0.7,17.9187098645455,0.996441008400582,0.974328126317606,1.01967274779862,t2m__mavg,2
t2m,mavg,4,22.9514675885714,0.71,17.9187098645455,0.995907502507729,0.972943546947048,1.0203107827129,t2m__mavg,2
t2m,mavg,4,23.1648568796436,0.72,17.9187098645455,0.995340779553072,0.971622412107896,1.0208441161018,t2m__mavg,2
t2m,mavg,4,23.3807190752444,0.73,17.9187098645455,0.994592478053879,0.970238116248901,1.0212777470339,t2m__mavg,2
t2m,mavg,4,23.5974854265818,0.74,17.9187098645455,0.994046582892924,0.968787455401418,1.02156389887764,t2m__mavg,2
t2m,mavg,4,23.8194539806667,0.75,17.9187098645455,0.993220633818443,0.967259944222736,1.0216329722997,t2m__mavg,2
t2m,mavg,4,24.0393968385333,0.76,17.9187098645455,0.992237936715839,0.965702769958532,1.02140958868668,t2m__mavg,2
t2m,mavg,4,24.26452301436,0.77,17.9187098645455,0.991793094057829,0.964064508358105,1.02103300070933,t2m__mavg,2
t2m,mavg,4,24.4983428388889,0.78,17.9187098645455,0.990606055278406,0.962316672876203,1.02070350561789,t2m__mavg,2
t2m,mavg,4,24.7219085558333,0.79,17.9187098645455,0.989918172696785,0.960602540575826,1.02039377270163,t2m__mavg,2
t2m,mavg,4,24.9408743528889,0.8,17.9187098645455,0.988674404019424,0.958884086946711,1.02026912481928,t2m__mavg,2
t2m,mavg,4,25.165013827981,0.81,17.9187098645455,0.987500400630139,0.957079770954581,1.01936685391683,t2m__mavg,2
t2m,mavg,4,25.3910733297818,0.82,17.9187098645455,0.986060239733682,0.954880494129795,1.01858275727068,t2m__mavg,2
t2m,mavg,4,25.61824506125,0.83,17.9187098645455,0.984448680522004,0.953054928237071,1.01809609192636,t2m__mavg,2
t2m,mavg,4,25.8453134664364,0.84,17.9187098645455,0.982966908352333,0.95087030499156,1.01678015560054,t2m__mavg,2
t2m,mavg,4,26.0763395075714,0.85,17.9187098645455,0.981680397362134,0.948591840162815,1.01603230268004,t2m__mavg,2
t2m,mavg,4,26.3187202802909,0.86,17.9187098645455,0.980047486816568,0.946504744160539,1.01500393017832,t2m__mavg,2
t2m,mavg,4,26.5671863141722,0.87,17.9187098645455,0.977888129371717,0.944321911852252,1.01427725091236,t2m__mavg,2
t2m,mavg,4,26.8253266588889,0.88,17.9187098645455,0.976125766557427,0.941310054832278,1.01344163022625,t2m__mavg,2
t2m,mavg,4,27.0916821564546,0.89,17.9187098645455,0.974192594221932,0.938834828307026,1.0126759812752,t2m__mavg,2
t2m,mavg,4,27.3677640146,0.9,17.9187098645455,0.972492849490162,0.936247286580111,1.01163290682082,t2m__mavg,2
t2m,mavg,4,27.6562653472333,0.91,17.9187098645455,0.969776634095321,0.933249975754808,1.01035376359741,t2m__mavg,2
t2m,mavg,4,27.98116021386,0.92,17.9187098645455,0.967040828877214,0.929608446372875,1.00895320069591,t2m__mavg,2
t2m,mavg,4,28.3356987118,0.93,17.9187098645455,0.964008348908696,0.925167320679024,1.00678738133759,t2m__mavg,2
t2m,mavg,4,28.7114150291556,0.94,17.9187098645455,0.960781621603832,0.920984768614213,1.00525732952329,t2m__mavg,2
t2m,mavg,4,29.10363162425,0.95,17.9187098645455,0.956788414819169,0.915331230996456,1.0032554721718,t2m__mavg,2
t2m,mavg,4,29.52757361944,0.96,17.9187098645455,0.952902435241267,0.909733592177749,1.00092608072926,t2m__mavg,2
t2m,mavg,4,30.0152930952,0.97,17.9187098645455,0.948481044110964,0.902508871631454,0.99953035143423,t2m__mavg,2
t2m,mavg,4,30.606166406,0.98,17.9187098645455,0.942118468626803,0.893249689555553,0.997393189148833,t2m__mavg,2
t2m,mavg,4,31.35193866715,0.99,17.9187098645455,0.932908783325472,0.882788886044369,0.995526379683135,t2m__mavg,2
rh,lag,3,43.4228235,0.01,75.82061299,1.00747397370986,0.992269413841796,1.02200330268948,rh__lag,3
rh,lag,3,47.16705672,0.02,75.82061299,1.0039157718084,0.991353234837692,1.0162773580809,rh__lag,3
rh,lag,3,49.4726937878,0.03,75.82061299,1.00214090798531,0.990416994518108,1.01390362130339,rh__lag,3
rh,lag,3,51.44309564,0.04,75.82061299,1.00073543030263,0.990118596012783,1.01282262776012,rh__lag,3
rh,lag,3,53.09781287,0.05,75.82061299,0.999867094534849,0.98920370702468,1.01154057680758,rh__lag,3
rh,lag,3,54.41444232,0.06,75.82061299,0.999230249833999,0.988385548518177,1.01040071877941,rh__lag,3
rh,lag,3,55.65418882,0.07,75.82061299,0.998586877445415,0.98810865830583,1.01002420895832,rh__lag,3
rh,lag,3,56.70115055,0.08,75.82061299,0.998275194982228,0.987289232785108,1.009747822602,rh__lag,3
rh,lag,3,57.6210074762,0.09,75.82061299,0.998111711231885,0.987359568991927,1.00945006012071,rh__lag,3
rh,lag,3,58.46959508,0.1,75.82061299,0.997781963069116,0.987495818884402,1.0092006535145,rh__lag,3
rh,lag,3,59.2549475852,0.11,75.82061299,0.997639932550703,0.987401048218117,1.00892294899501,rh__lag,3
rh,lag,3,60.00926765,0.12,75.82061299,0.997555255530129,0.987553290364139,1.00850088948002,rh__lag,3
rh,lag,3,60.67693483,0.13,75.82061299,0.997542372874421,0.987765493775416,1.00817635940988,rh__lag,3
rh,lag,3,61.28794591,0.14,75.82061299,0.99749688887427,0.988012897829337,1.00802066218582,rh__lag,3
rh,lag,3,61.870226994,0.15,75.82061299,0.997532036775396,0.988294570514062,1.0077502059734,rh__lag,3
rh,lag,3,62.4452779016,0.16,75.82061299,0.997545171520678,0.988521174430312,1.00747197844755,rh__lag,3
rh,lag,3,63.02605888,0.17,75.82061299,0.997549215387293,0.98869768841526,1.00721351559033,rh__lag,3
rh,lag,3,63.59003994,0.18,75.82061299,0.99765571086572,0.988966291407701,1.00699110790908,rh__lag,3
rh,lag,3,64.11654005,0.19,75.82061299,0.997704655673897,0.989291138859089,1.00676299915173,rh__lag,3
rh,lag,3,64.60864866,0.2,75.82061299,0.997832214466475,0.989604252848911,1.00646414876459,rh__lag,3
rh,lag,3,65.111275075,0.21,75.82061299,0.997893600269219,0.98996593371044,1.00615202751819,rh__lag,3
rh,lag,3,65.5816892668,0.22,75.82061299,0.998022977917507,0.990343197125201,1.00591821191811,rh__lag,3
rh,lag,3,66.05530232,0.23,75.82061299,0.998120760992533,0.990761303438191,1.00569957785699,rh__lag,3
rh,lag,3,66.5126062844,0.24,75.82061299,0.998215938060231,0.99123916032463,1.00557421548429,rh__lag,3
rh,lag,3,66.953352465,0.25,75.82061299,0.99833874191245,0.991819637843115,1.00539819762322,rh__lag,3
rh,lag,3,67.3694363,0.26,75.82061299,0.99852277342166,0.99238865931956,1.00517795712513,rh__lag,3
rh,lag,3,67.7838261904,0.27,75.82061299,0.99875298418089,0.992975875643868,1.00495714702082,rh__lag,3
rh,lag,3,68.18887691,0.28,75.82061299,0.998946141543236,0.993470336669645,1.00473923826807,rh__lag,3
rh,lag,3,68.5887089386,0.29,75.82061299,0.999130023160362,0.994015047543746,1.00449456217912,rh__lag,3
rh,lag,3,68.95311897,0.3,75.82061299,0.999369529750538,0.994534244959616,1.00427602504324,rh__lag,3
rh,lag,3,69.31045294,0.31,75.82061299,0.999545022813363,0.994917390572685,1.0040481581696,rh__lag,3
rh,lag,3,69.70011859,0.32,75.82061299,0.999744611571029,0.995424849664112,1.00388086329451,rh__lag,3
rh,lag,3,70.06180019,0.33,75.82061299,0.999874477883971,0.995866496178673,1.00375455378945,rh__lag,3
